joined,churned
11/26/17 21:31,12/26/17 21:31
5/14/18 0:00,8/14/18 0:00
3/3/18 20:06,4/3/18 19:06
11/22/17 2:50,12/22/17 2:50
7/27/18 1:27,8/27/18 1:27
4/11/18 22:30,5/11/18 22:30
9/4/17 16:03,2/4/18 17:03
4/25/18 18:55,5/25/18 18:55
8/25/17 9:30,10/25/17 9:30
6/24/18 2:17,7/31/18 2:17
7/13/18 1:08,8/13/18 1:07
10/6/17 7:15,11/6/17 8:15
9/14/17 1:46,10/14/17 1:46
2/15/18 23:05,3/15/18 22:05
1/1/18 3:16,2/1/18 3:16
3/15/18 22:14,4/15/18 22:14
12/27/17 18:25,8/29/18 11:08
5/9/17 22:29,7/9/17 22:28
3/24/18 5:57,4/24/18 5:57
6/15/17 4:03,7/15/17 4:02
7/21/18 21:44,8/21/18 23:44
6/25/18 22:36,7/25/18 22:36
5/5/18 4:45,6/5/18 4:45
5/12/18 14:20,8/12/18 14:20
5/8/18 20:42,7/8/18 20:42
3/11/18 1:11,8/25/18 5:54
1/27/18 10:41,2/27/18 10:41
9/26/16 22:54,10/26/16 22:51
7/27/17 13:35,10/27/17 13:35
9/30/17 19:35,10/30/17 19:35
5/25/17 23:25,6/25/17 23:22
11/25/17 17:23,5/25/18 16:23
10/25/17 6:34,11/25/17 6:33
5/21/17 17:39,9/28/17 17:39
12/19/17 23:47,2/19/18 23:47
12/24/17 17:26,8/24/18 19:26
4/25/18 13:47,6/1/18 13:47
7/12/18 1:28,8/12/18 1:28
4/8/17 14:45,5/8/17 14:44
10/21/17 21:43,11/21/17 22:43
1/27/18 16:16,8/29/18 22:43
2/16/18 17:53,3/16/18 16:53
12/6/17 23:59,1/6/18 23:59
7/18/18 4:04,8/18/18 4:04
2/10/18 19:42,3/17/18 19:41
10/4/17 3:03,11/4/17 3:01
5/30/18 2:34,6/30/18 2:34
6/16/18 11:18,8/16/18 13:18
2/19/18 8:51,3/19/18 8:51
9/14/17 17:28,10/14/17 17:28
3/15/17 17:28,5/15/17 17:28
10/12/17 11:16,11/12/17 11:16
8/2/18 16:35,9/2/18 18:35
7/17/17 17:39,8/17/17 17:38
5/22/18 21:41,8/22/18 23:39
2/2/18 11:41,3/2/18 11:41
7/8/18 2:56,8/8/18 2:56
4/3/18 8:38,5/3/18 8:38
6/19/17 15:27,7/26/17 15:27
4/23/18 23:49,5/30/18 23:49
2/3/18 5:26,3/3/18 5:26
2/17/18 13:26,4/17/18 12:26
7/26/18 22:06,8/26/18 22:06
1/30/18 0:11,2/28/18 0:11
8/2/18 13:53,9/2/18 15:53
9/22/17 4:44,12/29/17 4:44
9/5/17 4:34,10/5/17 4:34
12/24/17 5:53,3/24/18 4:53
4/29/18 3:06,5/29/18 3:06
11/4/17 13:32,6/11/18 13:32
1/13/18 11:23,2/13/18 11:23
4/24/18 15:06,7/24/18 15:06
9/13/17 20:37,10/13/17 20:37
7/18/18 11:11,8/18/18 13:11
11/18/17 2:02,8/23/18 22:09
12/28/17 6:33,1/28/18 6:33
1/23/18 3:43,2/23/18 3:43
2/20/18 8:35,3/20/18 7:35
5/18/18 16:25,8/27/18 17:50
5/29/18 22:55,6/29/18 22:55
11/29/17 7:33,8/28/18 9:32
6/12/18 5:12,7/12/18 5:12
4/27/18 23:04,8/3/18 23:04
4/26/17 22:46,5/26/17 22:45
1/2/18 23:00,5/2/18 22:00
6/22/17 10:05,7/22/17 10:05
11/1/17 16:12,12/1/17 16:11
7/30/18 3:52,8/30/18 5:52
9/14/17 22:20,10/14/17 22:20
7/10/18 16:11,8/10/18 16:11
9/6/17 15:13,10/6/17 15:13
6/3/17 14:46,11/3/17 14:46
6/16/18 23:40,7/16/18 23:40
2/15/18 23:51,4/15/18 22:51
2/2/18 5:27,3/2/18 5:27
7/20/17 20:14,1/27/18 20:13
9/25/17 13:19,10/25/17 13:19
2/23/18 17:36,3/23/18 16:36
2/27/17 19:38,5/28/17 21:38
5/7/18 3:28,8/7/18 5:28
5/5/17 9:16,3/12/18 9:10
8/18/17 17:48,9/25/17 17:48
8/31/17 20:22,10/2/17 1:50
8/31/17 3:59,10/1/17 3:59
3/16/18 23:37,7/23/18 23:36
5/9/18 12:13,6/16/18 12:13
5/31/18 8:02,8/6/18 8:02
9/13/17 7:24,6/2/18 17:43
1/26/18 13:17,2/26/18 13:16
11/15/17 21:14,2/15/18 21:14
2/16/18 19:42,8/16/18 21:41
6/28/18 6:40,8/28/18 8:40
1/19/18 5:21,6/19/18 5:21
2/24/18 1:43,7/24/18 0:43
5/6/18 11:17,8/7/18 13:16
8/3/18 2:08,9/3/18 2:08
5/18/18 3:38,6/18/18 3:38
2/20/18 22:19,3/20/18 22:19
11/30/17 22:58,1/30/18 22:58
4/28/18 22:26,5/28/18 22:26
11/7/17 13:13,12/7/17 13:13
6/25/17 23:35,10/25/17 23:35
11/27/17 8:42,3/7/18 21:56
1/26/18 15:51,4/26/18 14:51
9/20/17 15:52,11/20/17 15:51
5/18/17 19:33,7/25/17 19:33
2/2/18 5:31,3/2/18 5:31
12/28/17 16:55,1/28/18 16:55
7/12/18 2:55,8/12/18 2:55
4/23/18 23:49,5/23/18 23:48
11/5/17 18:28,12/5/17 18:28
9/10/17 5:46,10/10/17 5:46
7/5/18 21:53,8/5/18 21:52
2/20/18 17:25,4/20/18 16:25
5/22/18 15:39,6/22/18 15:38
4/22/18 0:19,6/22/18 0:19
9/14/17 19:25,10/14/17 19:25
2/25/18 16:08,3/25/18 15:08
3/10/18 1:36,4/10/18 1:35
12/24/17 21:33,1/24/18 21:33
9/29/17 21:44,2/28/18 22:44
7/21/18 23:22,8/21/18 23:22
6/5/18 18:18,9/5/18 18:18
7/17/18 12:35,8/17/18 12:35
5/17/18 14:25,6/17/18 14:25
9/13/17 23:25,8/14/18 9:46
3/1/17 0:59,4/1/17 0:59
3/17/17 7:30,4/18/17 17:55
11/11/17 21:43,12/11/17 21:43
5/8/16 19:50,6/8/16 19:50
8/6/17 4:27,10/6/17 4:27
9/6/17 14:56,12/13/17 14:56
10/8/17 3:35,11/8/17 4:35
10/15/17 12:36,12/15/17 13:36
3/8/18 18:17,4/8/18 18:17
7/13/18 23:21,8/14/18 1:20
3/26/18 16:00,5/3/18 16:00
6/8/18 15:23,7/8/18 15:23
6/7/18 7:34,7/7/18 7:34
4/28/18 3:51,5/28/18 3:51
8/2/18 13:03,9/2/18 15:03
6/23/18 11:31,8/23/18 11:31
7/31/18 15:21,8/31/18 17:21
10/30/17 2:29,12/7/17 2:29
12/11/17 18:36,1/18/18 18:36
12/4/17 17:48,1/4/18 17:48
4/11/18 5:03,8/11/18 7:03
1/24/18 0:19,2/24/18 0:19
8/5/18 10:57,9/5/18 10:57
5/30/18 2:40,6/30/18 2:40
7/24/18 5:32,8/24/18 7:32
5/2/17 18:15,5/2/17 21:53
6/30/18 10:39,6/30/18 10:53
4/13/18 18:26,5/13/18 18:26
4/5/18 22:32,5/5/18 22:32
6/8/18 15:31,8/8/18 17:31
3/9/18 6:11,8/9/18 5:11
7/28/18 19:21,8/28/18 19:21
4/3/18 1:05,5/3/18 1:05
7/20/18 18:55,8/20/18 20:55
5/8/18 10:44,6/8/18 10:44
3/8/18 19:07,7/8/18 18:07
9/15/17 18:22,10/22/17 18:22
4/27/17 3:36,6/3/17 3:35
6/23/18 4:46,8/23/18 4:46
9/27/17 13:56,10/27/17 13:56
7/14/18 1:34,8/14/18 1:34
4/16/17 6:12,5/16/17 6:12
10/27/17 20:36,11/27/17 20:36
11/20/17 12:07,5/20/18 12:06
8/30/17 3:37,8/30/18 3:37
7/17/18 16:55,8/17/18 18:55
3/30/18 21:26,8/30/18 23:24
6/22/18 17:00,7/22/18 16:58
6/6/18 5:16,7/6/18 5:16
1/19/18 20:34,2/19/18 20:34
1/6/18 9:30,2/6/18 9:29
11/24/17 2:11,1/31/18 2:11
5/8/18 13:08,8/16/18 18:39
3/21/18 16:44,6/21/18 16:44
8/4/17 14:47,9/4/17 14:47
6/20/18 5:27,7/27/18 5:27
2/27/18 1:25,8/27/18 3:24
11/23/17 21:49,3/23/18 20:49
8/5/18 4:11,9/5/18 4:11
5/15/17 23:05,6/15/17 23:05
6/28/17 19:31,9/30/17 13:35
1/31/18 5:45,4/4/18 5:44
4/25/18 6:21,5/25/18 6:21
5/21/18 2:50,8/21/18 4:50
1/4/18 0:13,2/11/18 0:13
4/10/18 23:19,8/10/18 23:19
6/3/17 5:04,7/3/17 5:04
6/18/18 14:15,7/25/18 14:15
3/26/17 16:12,5/3/17 16:11
4/25/17 20:10,6/25/17 20:09
11/7/17 3:16,12/7/17 3:16
1/29/18 16:07,2/28/18 15:22
11/29/17 10:36,6/24/18 23:52
11/13/17 22:26,12/13/17 22:26
1/14/18 11:15,2/14/18 11:15
9/20/17 4:03,10/20/17 4:02
1/4/18 16:10,8/11/18 0:40
4/22/18 8:25,5/22/18 8:25
9/11/17 21:12,1/11/18 21:12
4/10/18 1:56,5/10/18 1:56
4/30/18 15:37,5/30/18 15:37
10/16/17 12:05,2/17/18 5:35
5/23/17 21:31,6/30/17 21:31
7/22/17 2:38,8/22/17 2:38
3/29/18 11:28,4/29/18 11:28
12/3/17 20:07,1/10/18 20:07
9/1/17 5:34,10/1/17 5:34
2/22/18 19:22,5/22/18 18:22
6/17/17 0:05,9/17/17 0:05
4/10/18 7:58,5/10/18 7:58
1/30/18 4:36,7/5/18 4:36
5/18/18 15:04,6/18/18 15:04
4/22/18 2:22,8/22/18 2:22
2/1/18 20:58,3/1/18 20:58
3/13/18 3:10,8/20/18 5:10
11/3/17 4:00,1/3/18 15:44
3/1/18 4:21,3/29/18 3:21
2/23/18 21:12,3/23/18 20:12
9/30/17 10:46,10/30/17 10:46
8/2/18 20:05,9/2/18 20:05
7/14/18 22:57,8/14/18 22:57
4/21/17 21:55,7/21/17 21:55
10/30/17 18:05,11/30/17 19:05
5/17/18 2:31,7/17/18 2:31
11/20/17 8:57,12/20/17 8:57
4/23/17 22:32,6/23/17 22:24
6/13/18 13:57,7/20/18 13:57
7/14/18 2:58,8/14/18 2:58
5/26/18 19:47,8/26/18 21:47
2/6/18 0:36,3/6/18 0:36
6/10/18 8:40,7/10/18 8:39
12/9/17 0:50,1/9/18 0:50
10/16/17 5:24,11/16/17 6:24
7/6/18 21:12,8/6/18 21:12
5/18/18 6:06,6/18/18 6:06
7/12/18 8:01,8/12/18 8:00
3/1/18 9:36,7/10/18 16:25
8/13/17 19:49,9/13/17 19:49
6/6/17 10:37,7/6/17 10:37
8/3/18 10:32,9/3/18 10:32
10/3/17 22:34,10/16/17 18:31
1/28/18 18:49,7/28/18 18:49
3/28/18 5:23,5/5/18 5:23
9/3/17 11:49,9/3/18 11:49
8/16/17 14:53,12/16/17 14:53
8/3/17 12:26,10/10/17 12:26
10/9/17 4:21,11/9/17 4:21
9/8/17 6:11,11/8/17 6:10
4/20/18 6:32,6/20/18 6:32
6/15/17 12:35,8/15/18 14:34
4/13/18 21:45,5/13/18 21:45
4/27/18 20:36,6/27/18 20:36
2/5/18 5:11,3/5/18 5:11
4/19/18 22:44,5/19/18 22:44
1/31/18 2:08,2/28/18 2:07
11/16/17 14:56,8/16/18 13:56
7/25/18 1:59,8/25/18 3:59
9/29/17 7:17,6/1/18 12:46
3/16/18 21:25,5/16/18 21:25
12/22/17 1:41,1/29/18 1:41
1/3/18 13:41,2/3/18 13:41
2/25/18 15:27,5/2/18 15:27
4/2/17 12:55,5/2/17 12:54
5/15/18 22:58,6/15/18 22:58
6/26/18 6:44,8/26/18 6:44
12/1/17 3:16,9/1/18 5:16
1/17/18 1:07,7/17/18 9:35
12/10/17 16:16,2/10/18 16:16
5/27/18 19:58,8/27/18 19:58
5/8/18 23:54,6/8/18 23:54
2/28/18 17:41,4/4/18 17:41
7/4/18 16:39,9/4/18 16:39
7/22/18 13:25,8/22/18 13:25
7/8/18 12:43,8/8/18 12:43
1/7/18 18:42,2/7/18 18:42
10/5/17 3:55,11/5/17 3:54
5/19/18 6:00,6/19/18 5:59
5/16/18 3:26,6/16/18 3:26
4/28/17 18:24,8/28/18 20:23
8/2/17 19:32,9/2/17 19:31
12/23/17 21:54,3/30/18 21:54
5/6/17 11:12,7/6/17 11:12
2/18/18 22:14,3/18/18 21:14
9/6/17 4:35,9/6/18 4:35
3/10/18 20:57,5/17/18 20:56
7/5/18 13:23,8/5/18 13:23
8/16/17 5:57,9/16/17 5:57
5/29/18 17:45,7/6/18 17:45
6/17/18 13:23,8/17/18 15:23
11/14/17 7:48,12/14/17 7:48
6/7/18 3:10,7/7/18 3:10
6/30/18 19:03,8/6/18 19:03
10/1/17 3:32,10/31/17 3:32
12/2/17 2:56,1/9/18 2:56
3/6/17 10:59,9/6/17 10:59
3/6/18 0:02,5/8/18 3:33
6/23/17 1:59,11/30/17 1:59
4/18/17 4:13,5/25/17 4:13
1/5/18 9:56,2/5/18 9:56
4/29/18 6:19,5/29/18 6:19
11/12/17 15:41,12/12/17 15:41
4/26/17 0:53,5/30/17 20:28
4/16/18 19:22,5/16/18 19:22
11/5/17 15:20,12/5/17 15:20
6/14/18 5:48,7/14/18 5:48
2/11/18 0:38,3/11/18 0:38
11/14/17 20:38,2/14/18 20:38
10/29/17 19:09,1/29/18 19:09
7/23/17 14:07,9/30/17 14:07
2/18/18 16:33,3/18/18 15:33
12/16/17 19:26,1/16/18 19:26
4/30/18 2:11,4/30/18 2:17
12/20/17 13:36,2/26/18 7:53
11/1/17 6:08,12/1/17 6:07
7/27/18 10:34,8/27/18 10:34
5/17/18 12:42,7/24/18 12:42
9/22/17 5:53,10/22/17 5:53
11/7/17 6:45,3/22/18 11:47
9/30/17 6:32,11/6/17 6:32
9/7/17 13:36,11/7/17 14:36
11/4/17 23:51,9/4/18 23:51
8/19/17 12:41,9/19/17 12:40
10/10/17 2:23,11/10/17 3:23
8/17/17 15:03,9/17/17 15:02
11/14/16 16:05,12/14/16 16:05
4/5/17 19:55,9/5/18 21:54
12/26/17 15:17,1/26/18 15:17
10/14/17 1:40,7/14/18 1:40
10/6/17 16:23,1/6/18 17:23
6/13/18 15:37,7/13/18 15:37
1/27/18 2:01,2/27/18 2:01
6/28/18 22:52,7/28/18 22:52
12/12/17 1:34,1/12/18 1:34
2/19/18 18:16,3/19/18 17:16
6/22/17 3:21,7/22/17 3:21
7/24/17 23:54,8/13/18 7:55
3/29/18 7:05,4/29/18 7:05
1/3/17 2:17,2/3/17 2:17
5/19/18 5:51,7/26/18 5:51
2/8/18 6:02,3/8/18 6:02
8/29/17 6:03,9/30/17 12:38
7/31/18 7:17,8/31/18 7:17
7/8/18 13:16,8/8/18 15:15
10/9/17 7:36,11/9/17 8:36
1/8/18 17:35,2/8/18 17:35
7/6/17 6:02,8/6/17 6:02
1/4/18 8:15,2/4/18 8:14
6/9/17 3:35,1/9/18 3:35
5/1/17 3:29,7/1/17 3:29
8/18/17 13:39,11/18/17 13:38
11/23/17 21:27,12/30/17 21:26
12/3/17 1:21,3/3/18 1:21
3/8/17 10:26,4/8/17 10:25
7/16/17 6:39,5/23/18 6:39
11/18/16 19:27,2/18/17 19:27
2/19/18 4:06,8/19/18 3:06
10/29/17 18:43,2/2/18 6:01
10/30/17 23:49,12/1/17 0:49
8/1/18 5:59,9/1/18 5:59
4/14/18 19:42,5/14/18 19:42
4/17/18 23:23,8/18/18 1:23
12/16/17 10:40,1/16/18 10:40
5/4/18 21:32,6/4/18 21:32
9/4/17 5:46,11/4/17 5:46
3/17/18 7:09,6/17/18 7:08
1/8/18 19:24,2/8/18 19:24
2/15/18 10:48,8/30/18 21:35
6/19/17 22:48,7/21/17 1:42
2/27/18 17:21,8/27/18 16:21
12/25/17 7:32,4/21/18 21:50
2/22/18 17:40,3/22/18 17:40
7/11/18 5:59,8/11/18 5:59
12/26/17 22:56,2/2/18 22:56
1/7/18 8:34,8/7/18 7:34
8/19/17 16:52,11/19/17 16:52
3/29/18 11:14,8/29/18 13:14
4/28/18 19:24,7/28/18 19:24
7/20/18 3:11,8/20/18 5:10
6/27/17 4:21,7/27/17 4:19
7/6/18 0:57,8/6/18 0:57
4/12/17 15:56,6/12/17 15:55
1/21/18 4:03,2/21/18 4:03
7/26/18 16:35,8/26/18 16:35
2/17/18 19:47,3/17/18 18:47
2/27/18 19:49,3/27/18 18:49
3/7/18 10:45,4/7/18 9:45
10/25/17 5:14,12/25/17 6:14
1/6/18 8:13,2/6/18 8:13
12/25/17 14:12,1/25/18 14:12
7/19/17 22:33,8/19/18 22:33
10/27/17 17:21,11/27/17 18:21
6/28/18 23:04,8/28/18 23:04
6/5/18 8:00,7/5/18 8:00
8/3/18 17:20,9/3/18 17:20
9/10/17 0:15,10/10/17 0:15
4/5/18 20:28,6/5/18 20:28
8/25/17 22:41,2/1/18 22:37
3/11/17 3:35,5/11/17 3:35
5/15/17 3:58,8/15/17 3:55
10/12/17 1:45,8/12/18 3:44
10/14/17 7:24,11/14/17 8:24
6/21/18 13:11,8/21/18 15:11
4/7/17 21:20,2/7/18 21:20
7/21/18 3:04,8/21/18 3:04
4/21/18 19:36,5/21/18 19:36
9/18/17 8:37,11/18/17 9:37
5/29/18 5:26,6/29/18 5:26
8/26/17 19:31,8/26/18 21:31
8/4/17 1:26,9/11/17 1:25
10/9/17 6:41,11/9/17 7:41
12/3/17 4:22,1/3/18 4:22
10/1/17 19:34,1/15/18 8:49
8/3/18 16:31,9/3/18 18:31
10/30/17 22:29,11/30/17 23:29
12/18/17 4:36,1/18/18 4:35
3/6/18 10:47,4/6/18 9:47
2/28/18 3:59,3/28/18 2:59
6/22/18 23:27,7/22/18 23:26
6/29/17 12:12,7/29/17 12:12
4/19/18 18:45,5/19/18 18:45
9/29/17 14:45,12/29/17 15:45
11/27/17 4:25,7/27/18 4:25
9/14/17 8:31,11/14/17 8:30
12/27/17 21:13,4/3/18 21:13
4/13/18 14:37,5/13/18 14:37
3/26/18 9:53,4/26/18 9:53
3/24/17 2:29,4/24/17 2:29
6/11/18 16:23,7/11/18 16:23
3/13/18 22:04,8/13/18 22:04
11/24/17 18:04,12/24/17 18:02
5/22/17 3:25,12/22/17 3:24
1/13/17 6:15,2/13/17 6:15
5/27/18 16:17,7/27/18 16:17
5/27/17 22:02,6/27/17 22:01
12/1/17 7:43,1/1/18 7:43
4/27/18 14:57,5/27/18 14:57
5/12/18 1:35,8/13/18 19:41
4/24/18 14:54,5/24/18 14:53
7/28/18 22:20,8/28/18 22:20
6/22/18 4:49,8/22/18 6:49
4/12/18 18:31,5/12/18 18:31
6/17/17 1:07,7/24/17 1:07
1/9/18 11:03,4/23/18 7:11
6/28/18 7:57,8/28/18 9:57
3/6/17 4:08,11/13/17 4:08
12/24/17 18:20,1/24/18 18:20
7/24/18 19:41,8/24/18 19:41
4/3/18 18:02,6/3/18 18:02
10/26/17 19:50,8/26/18 19:50
5/9/18 19:09,7/16/18 19:09
5/21/18 16:36,7/21/18 16:36
12/26/17 7:35,4/30/18 14:25
4/20/18 1:31,8/20/18 1:30
12/16/17 4:47,2/16/18 4:46
3/22/18 6:31,4/22/18 6:31
6/28/18 22:23,8/28/18 22:23
5/16/18 7:49,6/16/18 7:49
5/3/18 21:08,6/3/18 21:08
8/5/18 0:55,9/5/18 2:55
3/4/18 11:30,4/4/18 11:30
4/10/17 8:24,5/10/17 8:24
6/1/18 12:16,8/9/18 18:54
12/18/17 3:37,2/18/18 3:37
3/31/17 13:15,5/31/17 13:53
8/18/17 3:56,9/18/17 3:56
2/3/18 6:08,3/3/18 6:08
5/4/18 12:51,9/4/18 12:51
1/31/18 7:07,3/1/18 7:07
12/25/17 23:11,1/25/18 23:11
4/21/17 9:05,5/28/17 9:04
8/1/18 6:29,9/1/18 6:29
12/17/17 21:47,1/17/18 21:47
12/6/17 23:20,1/6/18 23:20
4/3/18 23:08,5/3/18 23:08
10/23/17 10:43,11/23/17 11:43
12/1/17 16:02,5/1/18 15:02
8/28/17 23:10,10/5/17 23:10
7/24/18 15:05,8/24/18 15:02
6/9/18 5:50,8/9/18 7:50
7/25/18 7:39,8/25/18 9:38
7/2/18 3:56,8/2/18 3:56
2/23/18 5:56,5/6/18 11:55
10/14/17 17:26,1/14/18 18:26
5/1/18 15:00,6/1/18 14:58
5/26/18 3:11,8/26/18 5:10
8/2/18 6:18,9/2/18 8:18
12/13/17 12:32,5/20/18 12:32
3/29/18 6:27,4/29/18 6:27
12/5/17 14:27,2/5/18 14:27
6/20/18 18:06,6/20/18 19:43
1/4/18 19:56,2/4/18 19:56
2/27/17 18:19,5/15/17 16:55
3/13/18 15:04,4/13/18 15:04
9/25/17 18:42,1/1/18 18:42
12/22/17 18:23,1/22/18 18:23
9/16/17 14:48,10/16/17 14:47
1/15/18 22:05,2/15/18 22:05
4/14/18 16:39,5/14/18 16:38
9/8/17 14:38,10/8/17 14:38
6/20/18 6:44,7/20/18 6:44
4/27/18 2:44,5/27/18 2:44
2/8/18 15:28,3/8/18 15:28
3/3/17 23:58,11/4/17 5:23
4/3/18 3:48,5/3/18 3:48
2/16/18 20:06,3/16/18 19:06
2/18/17 0:41,4/18/17 0:40
1/8/18 16:45,2/8/18 16:45
10/21/17 18:14,9/1/18 9:14
1/28/18 17:42,2/28/18 17:42
4/6/18 11:55,4/6/18 12:05
1/18/18 22:24,2/18/18 22:24
12/7/17 15:46,8/7/18 17:46
10/16/17 8:20,11/16/17 8:20
1/28/18 19:17,2/28/18 19:16
4/9/17 17:39,8/9/18 19:39
3/5/17 8:17,4/5/17 8:17
12/8/17 13:10,1/8/18 13:10
10/31/17 0:55,1/30/18 0:55
11/10/17 6:38,7/10/18 5:38
10/25/17 16:22,11/25/17 17:22
10/30/17 23:29,12/1/17 0:29
11/19/17 21:11,12/19/17 21:11
7/16/17 18:21,9/16/17 18:21
2/7/18 2:56,4/7/18 1:56
5/12/18 1:34,6/12/18 1:34
3/14/18 1:46,4/14/18 1:46
5/31/18 1:04,8/31/18 1:04
4/2/18 3:17,8/2/18 3:17
9/5/17 3:09,10/5/17 3:09
10/19/17 22:20,11/19/17 23:20
12/30/17 2:48,1/30/18 2:48
2/26/18 4:41,3/26/18 3:41
3/1/18 22:01,6/8/18 22:01
3/19/18 19:32,4/19/18 19:32
5/5/18 1:55,7/5/18 1:55
3/13/18 3:26,4/13/18 3:26
12/28/17 18:52,1/28/18 18:52
6/15/18 8:04,7/15/18 8:04
5/26/18 4:52,7/3/18 4:51
12/2/17 4:13,1/2/18 4:13
2/26/18 2:17,6/7/18 2:47
2/7/18 1:56,8/7/18 0:56
8/25/17 19:18,2/25/18 19:18
3/7/17 1:15,4/14/17 1:15
7/20/18 20:14,8/20/18 22:13
4/5/18 21:49,5/5/18 21:48
3/21/18 2:43,4/21/18 2:43
1/14/18 19:16,2/14/18 19:16
12/11/17 4:30,2/11/18 4:30
1/4/18 12:19,2/4/18 12:18
12/9/17 9:34,4/16/18 9:34
2/14/18 14:47,3/14/18 13:47
7/19/17 23:00,10/19/17 22:59
8/5/18 23:32,9/5/18 23:32
12/20/17 2:59,1/20/18 2:59
4/19/17 13:46,6/19/17 13:46
10/22/17 11:20,11/22/17 12:20
10/3/17 19:25,3/3/18 20:25
4/2/18 12:38,6/2/18 12:37
1/3/18 6:18,2/3/18 6:18
6/4/18 23:23,7/4/18 23:23
11/29/17 19:51,12/29/17 19:51
3/30/18 21:26,8/30/18 23:26
3/9/18 22:29,4/9/18 22:29
10/15/17 16:58,11/22/17 16:58
5/18/18 19:22,6/18/18 19:22
6/28/18 20:35,7/28/18 20:35
1/2/18 5:32,2/2/18 5:32
9/15/17 2:36,11/15/17 2:35
3/30/17 1:55,4/30/17 1:55
6/6/18 12:10,7/6/18 12:10
7/19/18 14:54,8/19/18 14:54
10/21/17 10:31,11/21/17 11:31
3/9/18 17:32,8/9/18 16:32
7/12/18 4:12,8/12/18 4:12
7/7/18 22:56,8/7/18 22:56
8/26/17 17:06,9/26/17 17:06
11/28/17 7:47,2/28/18 7:47
5/22/18 7:40,6/22/18 7:40
5/2/18 4:39,6/2/18 4:39
6/18/18 1:34,7/18/18 1:34
9/16/17 3:05,3/6/18 2:27
2/27/18 16:52,3/27/18 15:52
8/16/17 22:00,9/16/17 22:00
9/9/17 17:32,7/9/18 18:50
12/17/17 16:00,1/17/18 16:00
2/6/18 11:26,8/21/18 21:04
3/21/18 14:50,4/21/18 14:50
8/12/17 13:33,9/12/17 13:33
5/17/18 19:50,6/17/18 19:50
12/27/17 23:22,1/27/18 23:22
11/2/17 14:54,12/2/17 14:53
3/19/18 17:32,4/19/18 17:32
5/17/18 17:27,6/17/18 17:27
10/14/17 20:39,11/14/17 21:39
10/13/17 22:43,2/16/18 6:26
2/6/18 9:42,6/6/18 8:42
6/24/18 14:12,7/24/18 14:12
9/22/17 18:32,11/25/17 15:20
4/15/18 17:39,5/15/18 17:39
1/13/18 1:25,7/6/18 13:15
1/2/18 2:01,4/9/18 2:01
12/1/17 12:17,1/1/18 12:17
12/9/17 13:02,1/9/18 13:02
6/6/17 7:28,7/13/17 7:27
2/3/18 0:36,3/3/18 0:36
1/1/18 4:47,9/1/18 6:47
9/8/17 15:42,8/8/18 17:42
5/1/18 2:55,7/31/18 2:55
9/9/17 19:56,10/9/17 19:56
5/29/18 5:17,6/29/18 5:17
7/24/17 20:37,8/24/18 22:37
10/22/17 14:05,1/22/18 14:05
7/11/18 5:15,8/11/18 5:15
3/9/18 2:28,7/16/18 2:28
9/27/17 4:29,10/27/17 4:29
3/13/18 1:21,4/13/18 1:21
5/26/18 1:56,6/26/18 1:56
2/5/18 9:45,3/5/18 9:45
6/4/18 20:04,7/4/18 20:04
5/23/18 18:10,8/23/18 20:10
11/1/17 14:59,1/1/18 14:58
5/1/18 0:44,5/31/18 0:44
11/20/17 5:12,8/12/18 12:42
6/8/18 11:12,7/15/18 11:12
7/2/18 18:57,9/2/18 18:57
6/20/18 2:37,7/20/18 2:37
6/8/17 11:42,5/20/18 10:14
1/29/18 0:58,8/28/18 23:58
10/25/17 4:56,11/25/17 5:56
8/1/18 15:39,9/1/18 15:39
7/30/18 3:36,8/30/18 3:35
10/25/17 4:27,1/25/18 5:27
3/14/18 2:57,4/14/18 2:57
3/24/18 13:11,4/24/18 13:11
6/1/18 19:55,6/1/18 20:16
7/3/17 20:49,9/22/17 18:08
6/22/17 22:29,9/22/17 22:29
4/12/18 16:33,4/12/18 17:50
7/29/18 8:58,8/29/18 10:58
9/7/17 21:17,10/7/17 21:17
1/23/18 23:46,4/23/18 23:45
6/17/17 13:13,7/17/17 13:13
5/7/17 22:10,6/14/17 22:09
3/10/18 9:39,8/10/18 8:39
5/21/17 9:05,6/21/17 9:05
8/25/17 8:44,12/19/17 4:10
3/22/18 1:11,4/22/18 1:11
4/27/18 23:29,8/27/18 23:29
4/1/18 8:08,5/1/18 8:08
4/7/18 3:28,5/7/18 3:27
8/3/18 2:27,9/3/18 2:27
3/12/18 3:57,8/12/18 3:55
7/15/18 8:29,8/15/18 10:29
5/6/17 7:46,6/6/17 7:45
3/4/18 17:12,4/4/18 16:12
3/31/18 8:47,4/30/18 8:47
7/20/17 7:15,8/20/17 7:15
9/20/17 23:10,12/27/17 23:09
7/5/18 23:40,9/6/18 1:39
3/17/18 1:39,4/17/18 1:39
4/13/17 12:00,5/13/17 12:00
6/18/17 13:23,6/18/17 13:27
7/2/18 21:16,8/6/18 23:16
6/10/18 14:27,8/10/18 14:27
9/1/17 8:08,12/1/17 8:07
6/19/17 1:53,10/19/17 1:53
7/27/17 19:38,1/27/18 19:38
12/22/17 5:51,1/22/18 5:51
12/2/17 8:07,5/9/18 8:07
10/12/17 4:32,11/12/17 5:32
4/22/18 20:21,6/29/18 20:21
12/10/17 13:24,1/10/18 13:24
